dataset	did	seed	auc_challenger	auc_baseline	auc_offline
analcatdata_japansolvent	467	2101	0.62962962962963	0.58641975308642	0.376543209876543
analcatdata_japansolvent	467	2102	0.839506172839506	0.771604938271605	0.709876543209877
analcatdata_japansolvent	467	2103	0.851851851851852	0.87037037037037	0.67283950617284
analcatdata_japansolvent	467	2104	0.82716049382716	0.858024691358025	0.623456790123457
analcatdata_japansolvent	467	2105	0.777777777777778	0.765432098765432	0.820987654320988
analcatdata_japansolvent	467	2106	0.759259259259259	0.783950617283951	0.771604938271605
analcatdata_japansolvent	467	2107	0.944444444444444	0.962962962962963	0.944444444444444
analcatdata_japansolvent	467	2108	0.814814814814815	0.876543209876543	0.753086419753086
analcatdata_japansolvent	467	2109	0.691358024691358	0.685185185185185	0.660493827160494
analcatdata_japansolvent	467	2110	0.888888888888889	0.839506172839506	0.765432098765432
profb	470	2101	0.580581655480984	0.539328859060403	0.513825503355705
profb	470	2102	0.536599552572707	0.633064876957494	0.499149888143177
profb	470	2103	0.556152125279642	0.644026845637584	0.552662192393736
profb	470	2104	0.545771812080537	0.628814317673378	0.594004474272931
profb	470	2105	0.596152125279642	0.617762863534676	0.543713646532438
profb	470	2106	0.498702460850112	0.620447427293065	0.542102908277405
profb	470	2107	0.673557046979866	0.595436241610738	0.531096196868009
profb	470	2108	0.557673378076063	0.52420581655481	0.587472035794184
profb	470	2109	0.591946308724832	0.534854586129754	0.54586129753915
profb	470	2110	0.592125279642058	0.551946308724832	0.550290827740492
lupus	472	2101	0.654411764705882	0.495098039215686	0.678921568627451
lupus	472	2102	0.696078431372549	0.730392156862745	0.75735294117647
lupus	472	2103	0.732843137254902	0.732843137254902	0.779411764705882
lupus	472	2104	0.767156862745098	0.715686274509804	0.78921568627451
lupus	472	2105	0.598039215686274	0.634803921568627	0.595588235294118
lupus	472	2106	0.79656862745098	0.732843137254902	0.705882352941176
lupus	472	2107	0.622549019607843	0.580882352941177	0.681372549019608
lupus	472	2108	0.669117647058824	0.67156862745098	0.625
lupus	472	2109	0.745098039215686	0.78921568627451	0.776960784313726
lupus	472	2110	0.691176470588235	0.693627450980392	0.477941176470588
analcatdata_bankruptcy	476	2101	0.986111111111111	0.965277777777778	0.673611111111111
analcatdata_bankruptcy	476	2102	1	0.993055555555556	0.888888888888889
analcatdata_bankruptcy	476	2103	0.986111111111111	0.979166666666667	0.9375
analcatdata_bankruptcy	476	2104	0.972222222222222	0.916666666666667	0.722222222222222
analcatdata_bankruptcy	476	2105	0.861111111111111	0.638888888888889	0.784722222222222
analcatdata_bankruptcy	476	2106	0.916666666666667	0.972222222222222	0.923611111111111
analcatdata_bankruptcy	476	2107	0.958333333333333	0.909722222222222	0.930555555555555
analcatdata_bankruptcy	476	2108	0.958333333333333	0.902777777777778	0.826388888888889
analcatdata_bankruptcy	476	2109	0.916666666666667	0.895833333333333	0.6875
analcatdata_bankruptcy	476	2110	0.777777777777778	0.777777777777778	0.881944444444444
analcatdata_cyyoung9302	479	2101	0.72	0.866666666666667	0.513333333333333
analcatdata_cyyoung9302	479	2102	0.833333333333333	0.846666666666667	0.76
analcatdata_cyyoung9302	479	2103	0.946666666666667	0.906666666666667	0.92
analcatdata_cyyoung9302	479	2104	0.806666666666667	0.806666666666667	0.813333333333333
analcatdata_cyyoung9302	479	2105	0.883333333333333	0.92	0.543333333333333
analcatdata_cyyoung9302	479	2106	0.86	0.846666666666667	0.866666666666667
analcatdata_cyyoung9302	479	2107	0.833333333333333	0.88	0.846666666666667
analcatdata_cyyoung9302	479	2108	0.866666666666667	0.923333333333333	0.643333333333333
analcatdata_cyyoung9302	479	2109	0.796666666666667	0.846666666666667	0.733333333333333
analcatdata_cyyoung9302	479	2110	0.86	0.81	0.73
biomed	481	2101	0.930666666666667	0.968	0.902222222222222
biomed	481	2102	0.949333333333333	0.954666666666667	0.919555555555556
biomed	481	2103	0.960888888888889	0.967111111111111	0.941333333333333
biomed	481	2104	0.950222222222222	0.904	0.879111111111111
biomed	481	2105	0.937777777777778	0.905777777777778	0.863111111111111
biomed	481	2106	0.889777777777778	0.897333333333333	0.784444444444444
biomed	481	2107	0.915111111111111	0.910666666666667	0.822222222222222
biomed	481	2108	0.909777777777778	0.873777777777778	0.825333333333333
biomed	481	2109	0.933333333333333	0.947555555555555	0.963111111111111
biomed	481	2110	0.955555555555556	0.914666666666667	0.912444444444444
sleuth_ex2016	682	2101	0.735294117647059	0.823529411764706	0.588235294117647
sleuth_ex2016	682	2102	0.700980392156863	0.718137254901961	0.67156862745098
sleuth_ex2016	682	2103	0.642156862745098	0.764705882352941	0.735294117647059
sleuth_ex2016	682	2104	0.57843137254902	0.637254901960784	0.691176470588235
sleuth_ex2016	682	2105	0.691176470588235	0.764705882352941	0.622549019607843
sleuth_ex2016	682	2106	0.808823529411765	0.683823529411765	0.57843137254902
sleuth_ex2016	682	2107	0.504901960784314	0.769607843137255	0.642156862745098
sleuth_ex2016	682	2108	0.651960784313726	0.779411764705882	0.813725490196078
sleuth_ex2016	682	2109	0.759803921568627	0.78921568627451	0.723039215686274
sleuth_ex2016	682	2110	0.607843137254902	0.71078431372549	0.612745098039216
sleuth_ex2015	683	2101	0.73	0.555	0.66
sleuth_ex2015	683	2102	0.63	0.55	0.38
sleuth_ex2015	683	2103	0.63	0.68	0.64
sleuth_ex2015	683	2104	0.52	0.705	0.43
sleuth_ex2015	683	2105	0.7	0.71	0.69
sleuth_ex2015	683	2106	0.77	0.56	0.61
sleuth_ex2015	683	2107	0.68	0.6	0.675
sleuth_ex2015	683	2108	0.81	0.67	0.59
sleuth_ex2015	683	2109	0.62	0.535	0.305
sleuth_ex2015	683	2110	0.6	0.535	0.655
vineyard	713	2101	0.85	0.89375	0.875
vineyard	713	2102	0.54375	0.5625	0.75625
vineyard	713	2103	0.775	0.83125	0.85
vineyard	713	2104	0.80625	0.725	0.68125
vineyard	713	2105	0.79375	0.81875	0.8
vineyard	713	2106	0.75625	0.76875	0.75625
vineyard	713	2107	0.8125	0.8125	0.81875
vineyard	713	2108	0.76875	0.88125	0.4125
vineyard	713	2109	0.75	0.7375	0.79375
vineyard	713	2110	0.875	0.9	0.84375
fruitfly	714	2101	0.484375	0.509615384615385	0.550480769230769
fruitfly	714	2102	0.633413461538462	0.515625	0.555288461538462
fruitfly	714	2103	0.435096153846154	0.311298076923077	0.471153846153846
fruitfly	714	2104	0.536057692307692	0.423076923076923	0.516826923076923
fruitfly	714	2105	0.592548076923077	0.399038461538462	0.665865384615385
fruitfly	714	2106	0.515625	0.477163461538462	0.663461538461539
fruitfly	714	2107	0.288461538461538	0.358173076923077	0.389423076923077
fruitfly	714	2108	0.475961538461538	0.370192307692308	0.408653846153846
fruitfly	714	2109	0.409855769230769	0.361778846153846	0.342548076923077
fruitfly	714	2110	0.364182692307692	0.402644230769231	0.602163461538462
rmftsa_ladata	717	2101	0.927927927927928	0.927646396396396	0.833614864864865
rmftsa_ladata	717	2102	0.920467342342342	0.930320945945946	0.80053490990991
rmftsa_ladata	717	2103	0.898648648648648	0.939048423423424	0.857263513513514
rmftsa_ladata	717	2104	0.926379504504505	0.904983108108108	0.82446509009009
rmftsa_ladata	717	2105	0.944679054054054	0.884572072072072	0.886261261261261
rmftsa_ladata	717	2106	0.939048423423423	0.901463963963964	0.896818693693694
rmftsa_ladata	717	2107	0.946649774774775	0.935388513513513	0.834318693693694
rmftsa_ladata	717	2108	0.921030405405405	0.90723536036036	0.764006193693694
rmftsa_ladata	717	2109	0.969594594594595	0.915822072072072	0.865216779279279
rmftsa_ladata	717	2110	0.965653153153153	0.96410472972973	0.914414414414414
veteran	719	2101	0.747767857142857	0.623883928571429	0.738839285714286
veteran	719	2102	0.6875	0.849330357142857	0.622767857142857
veteran	719	2103	0.741071428571429	0.678571428571428	0.530133928571429
veteran	719	2104	0.698660714285714	0.636160714285714	0.639508928571429
veteran	719	2105	0.696428571428571	0.810267857142857	0.809151785714286
veteran	719	2106	0.741071428571429	0.745535714285714	0.606026785714286
veteran	719	2107	0.5546875	0.370535714285714	0.637276785714286
veteran	719	2108	0.699776785714286	0.694196428571429	0.577008928571429
veteran	719	2109	0.782366071428571	0.669642857142857	0.709821428571429
veteran	719	2110	0.743303571428571	0.734375	0.627232142857143
abalone	720	2101	0.859233858167081	0.836441932278719	0.841750050504426
abalone	720	2102	0.868538010249306	0.854421507876629	0.855319249813443
abalone	720	2103	0.858089778316492	0.861180855318219	0.848252753006559
abalone	720	2104	0.870344831851183	0.866208622445404	0.855966531026209
abalone	720	2105	0.862895944391535	0.857861993048942	0.852902252291252
abalone	720	2106	0.87828742584095	0.876597073629269	0.858184602952757
abalone	720	2107	0.852393085222611	0.845806895812462	0.839326868766826
abalone	720	2108	0.861875548849118	0.866912592299415	0.859208090602879
abalone	720	2109	0.862397084348575	0.867725816625645	0.831556402105931
abalone	720	2110	0.847383870741652	0.852481725643468	0.845809987920166
pwLinear	721	2101	0.933035714285714	0.89375	0.915625
pwLinear	721	2102	0.842857142857143	0.911160714285714	0.813839285714286
pwLinear	721	2103	0.860714285714286	0.897321428571429	0.797767857142857
pwLinear	721	2104	0.925	0.877678571428572	0.900446428571429
pwLinear	721	2105	0.883928571428571	0.814285714285714	0.845089285714286
pwLinear	721	2106	0.926785714285714	0.874107142857143	0.916071428571429
pwLinear	721	2107	0.8125	0.944642857142857	0.705803571428571
pwLinear	721	2108	0.84375	0.758035714285714	0.860714285714286
pwLinear	721	2109	0.854464285714286	0.733035714285714	0.858928571428571
pwLinear	721	2110	0.934821428571429	0.900892857142857	0.535714285714286
analcatdata_vineyard	724	2101	0.876061969015492	0.882308845577211	0.800932866899883
analcatdata_vineyard	724	2102	0.834332833583208	0.813926370148259	0.599533566550058
analcatdata_vineyard	724	2103	0.777527902715309	0.812010661335999	0.539480259870065
analcatdata_vineyard	724	2104	0.818507412960187	0.794352823588206	0.820339830084958
analcatdata_vineyard	724	2105	0.842578710644678	0.847659503581543	0.733300016658338
analcatdata_vineyard	724	2106	0.879726803265034	0.907213060136598	0.77527902715309
analcatdata_vineyard	724	2107	0.934116275195735	0.923205064134599	0.870564717641179
analcatdata_vineyard	724	2108	0.804930867899384	0.856988172580376	0.77727802765284
analcatdata_vineyard	724	2109	0.875812093953023	0.887722805264035	0.88047642845244
analcatdata_vineyard	724	2110	0.919290354822589	0.914126270198234	0.88672330501416
bank8FM	725	2101	0.98239904231271	0.971979068137735	0.977801118341672
